 eps (GeV/fm^3)   P (GeV/fm^3)      s (fm^-3)    n_b (fm^-3)     T (MeV)  mu_b (MeV)  mu_s (MeV)    
 413.8644637633 132.5140875692  803.4978696066   0.0000000000  680.00000     0.00000     0.00000
 416.3275090471 133.3193942752  807.1173323382   0.0000000000  681.00000     0.00000     0.00000
 418.8014980489 134.1283258163  810.7475423244   0.0000000000  682.00000     0.00000     0.00000
 421.2864630345 134.9408929476  814.3885153471   0.0000000000  683.00000     0.00000     0.00000
 423.7824363170 135.7571064399  818.0402671886   0.0000000000  684.00000     0.00000     0.00000
 426.2894502570 136.5769770801  821.7028136309   0.0000000000  685.00000     0.00000     0.00000
 428.8075372623 137.4005156707  825.3761704562   0.0000000000  686.00000     0.00000     0.00000
 431.3367297881 138.2277330298  829.0603534467   0.0000000000  687.00000     0.00000     0.00000
 433.8770603369 139.0586399915  832.7553783844   0.0000000000  688.00000     0.00000     0.00000
 436.4285614586 139.8932474058  836.4612610514   0.0000000000  689.00000     0.00000     0.00000
 438.9912657504 140.7315661381  840.1780172298   0.0000000000  690.00000     0.00000     0.00000
 441.5652058569 141.5736070700  843.9056627018   0.0000000000  691.00000     0.00000     0.00000
 444.1504144700 142.4193810986  847.6442132493   0.0000000000  692.00000     0.00000     0.00000
 446.7469243288 143.2688991368  851.3936846545   0.0000000000  693.00000     0.00000     0.00000
 449.3547682200 144.1221721134  855.1540926995   0.0000000000  694.00000     0.00000     0.00000
 451.9739789776 144.9792109730  858.9254531663   0.0000000000  695.00000     0.00000     0.00000
 454.6045894827 145.8400266758  862.7077818370   0.0000000000  696.00000     0.00000     0.00000
 457.2466326640 146.7046301980  866.5010944936   0.0000000000  697.00000     0.00000     0.00000
 459.9001414975 147.5730325314  870.3054069181   0.0000000000  698.00000     0.00000     0.00000
 462.5651490063 148.4452446837  874.1207348927   0.0000000000  699.00000     0.00000     0.00000
 465.2416882612 149.3212776783  877.9470941993   0.0000000000  700.00000     0.00000     0.00000
 467.9297923802 150.2011425545  881.7845006200   0.0000000000  701.00000     0.00000     0.00000
 470.6294945285 151.0848503672  885.6329699368   0.0000000000  702.00000     0.00000     0.00000
 473.3408279188 151.9724121872  889.4925179317   0.0000000000  703.00000     0.00000     0.00000
 476.0638258111 152.8638391012  893.3631603868   0.0000000000  704.00000     0.00000     0.00000
 478.7985215128 153.7591422114  897.2449130840   0.0000000000  705.00000     0.00000     0.00000
 481.5449483785 154.6583326360  901.1377918053   0.0000000000  706.00000     0.00000     0.00000
 484.3031398103 155.5614215090  905.0418123328   0.0000000000  707.00000     0.00000     0.00000
 487.0731292575 156.4684199799  908.9569904483   0.0000000000  708.00000     0.00000     0.00000
 489.8549502169 157.3793392143  912.8833419340   0.0000000000  709.00000     0.00000     0.00000
 492.6486362325 158.2941903935  916.8208825719   0.0000000000  710.00000     0.00000     0.00000
 495.4542208958 159.2129847144  920.7696281437   0.0000000000  711.00000     0.00000     0.00000
 498.2717378453 160.1357333900  924.7295944317   0.0000000000  712.00000     0.00000     0.00000
 501.1012207674 161.0624476488  928.7007972176   0.0000000000  713.00000     0.00000     0.00000
 503.9427033952 161.9931387352  932.6832522835   0.0000000000  714.00000     0.00000     0.00000
 506.7962195098 162.9278179094  936.6769754114   0.0000000000  715.00000     0.00000     0.00000
 509.6618029390 163.8664964473  940.6819823831   0.0000000000  716.00000     0.00000     0.00000
 512.5394875585 164.8091856407  944.6982889807   0.0000000000  717.00000     0.00000     0.00000
 515.4293072909 165.7558967971  948.7259109861   0.0000000000  718.00000     0.00000     0.00000
 518.3312961065 166.7066412397  952.7648641812   0.0000000000  719.00000     0.00000     0.00000
 521.2454880228 167.6614303077  956.8151643479   0.0000000000  720.00000     0.00000     0.00000
 524.1719171044 168.6202753560  960.8768272683   0.0000000000  721.00000     0.00000     0.00000
 527.1106174637 169.5831877551  964.9498687242   0.0000000000  722.00000     0.00000     0.00000
 530.0616232601 170.5501788916  969.0343044975   0.0000000000  723.00000     0.00000     0.00000
 533.0249687005 171.5212601675  973.1301503702   0.0000000000  724.00000     0.00000     0.00000
 536.0006880391 172.4964430009  977.2374221241   0.0000000000  725.00000     0.00000     0.00000
 538.9888155774 173.4757388256  981.3561355413   0.0000000000  726.00000     0.00000     0.00000
 541.9893856643 174.4591590912  985.4863064036   0.0000000000  727.00000     0.00000     0.00000
 545.0024326960 175.4467152628  989.6279504929   0.0000000000  728.00000     0.00000     0.00000
 548.0279911161 176.4384188218  993.7810835911   0.0000000000  729.00000     0.00000     0.00000
 551.0660954155 177.4342812650  997.9457214801   0.0000000000  730.00000     0.00000     0.00000
 554.1167801325 178.4343141050 1002.1218799418   0.0000000000  731.00000     0.00000     0.00000
 557.1800798526 179.4385288703 1006.3095747581   0.0000000000  732.00000     0.00000     0.00000
 560.2560292089 180.4469371052 1010.5088217109   0.0000000000  733.00000     0.00000     0.00000
 563.3446628815 181.4595503697 1014.7196365820   0.0000000000  734.00000     0.00000     0.00000
 566.4460155982 182.4763802396 1018.9420351534   0.0000000000  735.00000     0.00000     0.00000
 569.5601221338 183.4974383065 1023.1760332069   0.0000000000  736.00000     0.00000     0.00000
 572.6870173107 184.5227361778 1027.4216465244   0.0000000000  737.00000     0.00000     0.00000
 575.8267359986 185.5522854766 1031.6788908878   0.0000000000  738.00000     0.00000     0.00000
 578.9793131145 186.5860978418 1035.9477820789   0.0000000000  739.00000     0.00000     0.00000
 582.1447836226 187.6241849282 1040.2283358796   0.0000000000  740.00000     0.00000     0.00000
 585.3231825348 188.6665584064 1044.5205680717   0.0000000000  741.00000     0.00000     0.00000
 588.5145449100 189.7132299624 1048.8244944372   0.0000000000  742.00000     0.00000     0.00000
 591.7189058545 190.7642112986 1053.1401307579   0.0000000000  743.00000     0.00000     0.00000
 594.9363005222 191.8195141325 1057.4674928155   0.0000000000  744.00000     0.00000     0.00000
 598.1667641141 192.8791501980 1061.8065963921   0.0000000000  745.00000     0.00000     0.00000
 601.4103318785 193.9431312444 1066.1574572693   0.0000000000  746.00000     0.00000     0.00000
 604.6670391113 195.0114690369 1070.5200912292   0.0000000000  747.00000     0.00000     0.00000
 607.9369211554 196.0841753565 1074.8945140534   0.0000000000  748.00000     0.00000     0.00000
 611.2200134015 197.1612619999 1079.2807415239   0.0000000000  749.00000     0.00000     0.00000
 614.5163512871 198.2427407797 1083.6787894224   0.0000000000  750.00000     0.00000     0.00000
 617.8259702975 199.3286235242 1088.0886735309   0.0000000000  751.00000     0.00000     0.00000
 621.1489059651 200.4189220774 1092.5104096310   0.0000000000  752.00000     0.00000     0.00000
 624.4851938698 201.5136482994 1096.9440135048   0.0000000000  753.00000     0.00000     0.00000
 627.8348696386 202.6128140656 1101.3895009340   0.0000000000  754.00000     0.00000     0.00000
 631.1979689461 203.7164312677 1105.8468877003   0.0000000000  755.00000     0.00000     0.00000
 634.5745275141 204.8245118127 1110.3161895857   0.0000000000  756.00000     0.00000     0.00000
 637.9645811118 205.9370676238 1114.7974223720   0.0000000000  757.00000     0.00000     0.00000
 641.3681655557 207.0541106397 1119.2906018409   0.0000000000  758.00000     0.00000     0.00000
 644.7853167097 208.1756528150 1123.7957437743   0.0000000000  759.00000     0.00000     0.00000
 648.2160704850 209.3017061200 1128.3128639540   0.0000000000  760.00000     0.00000     0.00000
 651.6604628402 210.4322825409 1132.8419781618   0.0000000000  761.00000     0.00000     0.00000
 655.1185297812 211.5673940796 1137.3831021795   0.0000000000  762.00000     0.00000     0.00000
 658.5903073611 212.7070527538 1141.9362517889   0.0000000000  763.00000     0.00000     0.00000
 662.0758316807 213.8512705970 1146.5014427718   0.0000000000  764.00000     0.00000     0.00000
 665.5751388878 215.0000596584 1151.0786909100   0.0000000000  765.00000     0.00000     0.00000
 669.0882651777 216.1534320031 1155.6680119853   0.0000000000  766.00000     0.00000     0.00000
 672.6152467930 217.3113997119 1160.2694217795   0.0000000000  767.00000     0.00000     0.00000
 676.1561200237 218.4739748815 1164.8829360745   0.0000000000  768.00000     0.00000     0.00000
 679.7109212071 219.6411696242 1169.5085706519   0.0000000000  769.00000     0.00000     0.00000
 683.2796867279 220.8129960681 1174.1463412935   0.0000000000  770.00000     0.00000     0.00000
 686.8624530180 221.9894663574 1178.7962637813   0.0000000000  771.00000     0.00000     0.00000
 690.4592565568 223.1705926516 1183.4583538968   0.0000000000  772.00000     0.00000     0.00000
 694.0701338710 224.3563871263 1188.1326274221   0.0000000000  773.00000     0.00000     0.00000
 697.6951215345 225.5468619728 1192.8191001387   0.0000000000  774.00000     0.00000     0.00000
 701.3342561688 226.7420293982 1197.5177878285   0.0000000000  775.00000     0.00000     0.00000
 704.9875744427 227.9419016254 1202.2287062733   0.0000000000  776.00000     0.00000     0.00000
 708.6551130720 229.1464908930 1206.9518712548   0.0000000000  777.00000     0.00000     0.00000
 712.3369088203 230.3558094553 1211.6872985548   0.0000000000  778.00000     0.00000     0.00000
 716.0329984983 231.5698695828 1216.4350039551   0.0000000000  779.00000     0.00000     0.00000
 719.7434189640 232.7886835612 1221.1950032375   0.0000000000  780.00000     0.00000     0.00000
 723.4682071230 234.0122636925 1225.9673121837   0.0000000000  781.00000     0.00000     0.00000
 727.2073999280 235.2406222941 1230.7519465755   0.0000000000  782.00000     0.00000     0.00000
 730.9610343790 236.4737716994 1235.5489221946   0.0000000000  783.00000     0.00000     0.00000
 734.7291475237 237.7117242575 1240.3582548229   0.0000000000  784.00000     0.00000     0.00000
 738.5117764568 238.9544923333 1245.1799602421   0.0000000000  785.00000     0.00000     0.00000
 742.3089583204 240.2020883075 1250.0140542339   0.0000000000  786.00000     0.00000     0.00000
 746.1207303040 241.4545245765 1254.8605525801   0.0000000000  787.00000     0.00000     0.00000
 749.9471296445 242.7118135527 1259.7194710624   0.0000000000  788.00000     0.00000     0.00000
 753.7881936261 243.9739676639 1264.5908254627   0.0000000000  789.00000     0.00000     0.00000
 757.6439595803 245.2409993542 1269.4746315627   0.0000000000  790.00000     0.00000     0.00000
 761.5144648860 246.5129210829 1274.3709051440   0.0000000000  791.00000     0.00000     0.00000
 765.3997469694 247.7897453255 1279.2796619886   0.0000000000  792.00000     0.00000     0.00000
 769.2998433041 249.0714845732 1284.2009178780   0.0000000000  793.00000     0.00000     0.00000
 773.2147914109 250.3581513329 1289.1346885942   0.0000000000  794.00000     0.00000     0.00000
 777.1446288581 251.6497581273 1294.0809899187   0.0000000000  795.00000     0.00000     0.00000
 781.0893932614 252.9463174949 1299.0398376334   0.0000000000  796.00000     0.00000     0.00000
 785.0491222836 254.2478419899 1304.0112475201   0.0000000000  797.00000     0.00000     0.00000
 789.0238536350 255.5543441826 1308.9952353603   0.0000000000  798.00000     0.00000     0.00000
 793.0136250733 256.8658366586 1313.9918169360   0.0000000000  799.00000     0.00000     0.00000
